incident_id,name_of_covered_entity,state,business_associate_involved,individuals_affected,date_of_breach,type_of_breach,location_of_breached_information,date_posted_or_updated,information_breached,entity,organization_type,method
691,South Miami Hospital,FL,MedAssets,8340,6/1/11,Unauthorized Access/Disclosure,Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
692,Lancaster General Medical Group,PA,MedAssets,5270,2/5/13,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
693,Maine Medical Center,ME,MedAssets,19200,2/27/13,Other,E-mail,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
694,"State of California, Dept. of Developmental Services",CA,North Los Angeles County Regional Center ,181620,11/10/12,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
695,Utah Department of Health ,UT,Goold Health System (Goold),63320,,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
696,Sports Rehabilitation Consultants,OH,MedAssets,12000,2/1/13,Theft,Desktop Computer,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
697,University of Connecticut Health Center,CT,MedAssets,13820,,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
698,"United HomeCare Services, Inc.",FL,MedAssets,122990,1/8/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
699,United Home Care Services of Southwest Florida< LLC,FL,"United HomeCare Services, Inc.",13180,1/8/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
700,"catoctin Dental/Richard B. Love, DDS, PA",MD,Patterson Dental Supply/Patterson Companies,64000,1/3/13,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
701,Empire Blue Cross Blue Shield,IN,Connextions c/o Empire BCBS,26080,,"Theft, Unauthorized Access/Disclosure",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
702,Anthem Blue Cross Blue Shield (OH),IN,Connextions c/o Anthem BCBS,16780,,"Theft, Unauthorized Access/Disclosure",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
703,Anthem Blue Cross Blue Shield (IN),IN,Connextions c/o Anthem BCBS,5280,,"Theft, Unauthorized Access/Disclosure",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
704,Mount Sinai Medical Center,FL,MedAssets,6280,,Theft,"Desktop Computer, Paper",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
705,"Thomas L. Davis, Jr. DDS",OR,MedAssets,32690,2/12/13,Theft,"Desktop Computer, Electronic Medical Record",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
706,"HealthCare for Women, Inc.",MA,MedAssets,87270,,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
707,University of Mississippi Medical Center,MS,MedAssets,5000,,Loss,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
708,Granger Medical Clinic,UT,MedAssets,26000,1/17/13,"Theft, Loss, Other",Paper,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
709,Texas Tech Unversity Health Sciences Center,TX,MedAssets,6970,2/18/13,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
710,Rite Aid #10217,RI,MedAssets,20820,2/1/13,"Unknown, Other",Paper,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
711,WA Department of Social and Health Services,WA,"Sunil Kakar, Psy.D.",6290,2/4/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
712,Carpenters Health & Welfare Trust Fund for California,CA,"QuickRunner, Inc. (dba, RoadRunner Mailing Services)",24000,,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
713,"Shands Jacksonville Medical Center, Inc.",FL,MedAssets,10250,,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
714,University of Florida,FL,MedAssets,145190,,"Theft, Unauthorized Access/Disclosure, Other",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
715,Kmart Corporation,IL,MedAssets,125420,3/17/13,Theft,Electronic Medical Record,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
716,GLENS FALLS HOSPITAL,NY,PORTAL HEALTHCARE SOLUTIONS LLC,23600,,Theft,Network Server,6/3/14,Health Information,Facebook,web,hacked
717,Hospice and Palliative Care Center of Alamance Caswell,NC,MedAssets,53700,2/24/13,"Theft, Unauthorized Access/Disclosure","Laptop, Paper",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
718,"Texas Health Care, P.L.L.C.",TX,MedAssets,5540,3/10/13,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
719,Network Health Insurance Corporation,WI,TMG Health ,37940,2/27/12,Unauthorized Access/Disclosure,Paper,3/24/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
720,Wm. Jennings Bryan Dorn VAMC,SC,MedAssets,74050,2/11/13,Loss,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
721,John J. Pershing VA Medical Center,MO,MedAssets,5890,2/20/13,Theft,Paper,6/20/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
722,Oregon Health & Science University,OR,MedAssets,10760,2/22/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
723,Schneck Medical Center,IN,MedAssets,31310,3/14/13,Unauthorized Access/Disclosure,Other,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
724,The Guidance Center of Westchester,NY,MedAssets,14160,2/21/13,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
725,Hope Hospice,TX,MedAssets,8180,,Other,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
726,"IHC Health Services, Inc. dba Intermountain Life Flight",UT,MedAssets,8570,3/28/13,Unauthorized Access/Disclosure,Other,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
727,Valley Mental Health,UT,MedAssets,7000,2/27/13,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
728,Delta Dental of Pennsylvania,PA,ZDI,148290,3/20/13,Loss,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
729,Raleigh Orthopaedic Clinic,NC,MedAssets,173000,1/15/13,"Theft, Improper Disposal, Unauthorized Access/Disclosure",Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
730,Laboratory Corporation of America,NC,MedAssets,15800,3/15/13,Theft,Desktop Computer,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
731,"Arizona Counseling & Treatment Services, LLC",AZ,MedAssets,38000,,Theft,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
732,Wood County Hospital,OH,MedAssets,25000,3/19/13,Theft,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
733,University of Rochester Medical Center & Affiliates,NY,MedAssets,5370,2/15/13,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
734,Orthopedics & Adult Reconstructive Surgery,TX,AssuranceMD f/k/a Harbor Group,220000,,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
735,El Centro Regional Medical Center,CA,Digital Archive Management,1894890,11/7/12,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
736,Seattle - King County Department of Public Health,WA,MedAssets,7500,3/7/13,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
737,Regional Medical Center,TN,MedAssets,11800,2/4/13,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
738,Presbyterian Anesthesia Associates PA,NC,"E-dreamz, Inc.",99880,4/1/13,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
739,"Integrity Oncology, an office of Baptist Medical Group",TN,"North Atlantic Telecom, Inc.",5390,3/5/13,Other,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
740,"Piedmont HealthCare, P.A.",NC,"E-dreamz, Inc.",19240,3/28/13,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
741,Indiana University Health Arnett,IN,MedAssets,103500,4/9/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
742,"Dent Neurologic Group, LLP",NY,MedAssets,100000,5/13/13,Other,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
743,City of Norwood,OH,MedAssets,95770,,Loss,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
744,Lutheran Social Services of South Central Pennsylvania,PA,MedAssets,78030,,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
745,Comfort Dental Marion and Kokomo,IN,Just the Connection Inc,53880,,Improper Disposal,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
746,Erskine Family Dentistry,IN,MedAssets,27230,3/19/13,Hacking/IT Incident,Desktop Computer,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
747,Health Resources of Arkansas,AR,MedAssets,19000,4/14/13,"Theft, Unauthorized Access/Disclosure",Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
748,Various Health Plans,AL,SynerMed / Inland Valleys IPA,31640,,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
749,Independence Care System,NY,MedAssets,24340,5/7/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
750,Sonoma Valley Hospital,CA,MedAssets,13860,2/14/13,Other,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
751,University of Florida,FL,MedAssets,58750,,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
752,"Community Support Services, Inc.",OH,MedAssets,11670,,Theft,E-mail,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
753,UMASSAmherst,MA,MedAssets,16700,10/22/12,Hacking/IT Incident,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
754,Palm Beach County Health Department,FL,MedAssets,8770,1/7/13,Unauthorized Access/Disclosure,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
755,Lucile Packard Children's Hospital,CA,MedAssets,129000,5/8/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
756,Fayetteville VAMC,NC,MedAssets,10930,4/17/13,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
757,Lincoln County Health and Human Services/Lincoln Community Health Center,OR,MedAssets,9590,4/17/13,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
758,Union Security Insurance Company,MO,MedAssets,11270,5/17/13,Improper Disposal,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
759,"Gulf Breeze Family Eyecare, Inc",FL,MedAssets,96260,,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Network Server, E-mail, Electronic Medical Record, Paper",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
760,Jacksonville Spine Center,FL,MedAssets,52000,4/25/13,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
761,Iowa Department of Human Services,IA,MedAssets,73350,4/30/13,"Loss, Unknown",Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
762,James A. Fosnaugh,NE,MedAssets,21250,,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
763,Lone Star Circle of Care,TX,MedAssets,19550,,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
764,Aflac,GA,Alberto Gerardo Vazquez Rivera,6790,5/9/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
765,Indiana Family & Social Services Administration,IN,RCR Technology Corporation,1875330,,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
766,Northrop Grumman Retiree Health Plan,VA,CVS Caremark,43050,5/20/13,Theft,Paper,6/24/14,"Personal Information, Health Information, Administrative Actions",Facebook,web,hacked
767,"Health Net, Inc.",CA,MedAssets,83310,,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
768,"South Florida Neurology Associates, P.A.",FL,MedAssets,9000,,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
769,Samaritan Regional Health System,OH,MedAssets,22030,5/29/13,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
770,MED-EL Coproration,NC,MedAssets,6090,6/25/13,Other,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
771,Sutter Health East Bay Region (Alta Bates Summit Medical Center; Sutter Delta Medical Center; Eden Medical Center),CA,Nelson Family of Companies,44790,3/1/11,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
772,Illinois Department of Healthcare and Familiy Services,IL,Family Health Network,31330,5/8/13,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
773,Delta Dental of Pennsylvania,PA,ZDI,47180,5/13/13,Loss,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
774,"Medtronic, Inc.",MN,MedAssets,27640,,Loss,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
775,Texas Health Harris Methodist Hospital Fort Worth,TX,Shred-it International Inc.,2770140,5/11/13,Improper Disposal,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
776,Long Beach Memorial Medical Center,CA,MedAssets,28640,,Unauthorized Access/Disclosure,Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
777,Hansen & Associates,WY,MedAssets,27000,,Theft,Desktop Computer,6/10/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
778,Sheet Metal Local 36 Welfare Fund,MO,People Resource Corporation,45600,,Unauthorized Access/Disclosure,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
779,Harris County,TX,MedAssets,210000,,Unauthorized Access/Disclosure,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
780,"San Jose Medical Supply Co., Inc.",CA,Jesle Kuizon,8000,,"Theft, Unauthorized Access/Disclosure, Hacking/IT Incident","Desktop Computer, Network Server",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
781,"GEO Care, LLC",FL,MedAssets,7100,4/16/13,Unauthorized Access/Disclosure,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
782,The Brookdale Hospital and Medical Center,NY,MedAssets,27000,5/24/13,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
783,Louisiana State University Health Care Services Division,LA,MedAssets,69940,12/1/11,Unauthorized Access/Disclosure,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
784,Oregon Health & Science University,OR,MedAssets,13610,,Unauthorized Access/Disclosure,Other,1/31/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
785,"Rocky Mountain Spine Clinic, P.C.",CO,MedAssets,5320,6/11/13,"Theft, Unauthorized Access/Disclosure",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
786,"Vitreo-Retinal Medical Group, Inc. ",CA,MedAssets,18370,6/5/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
787,Arkansas Department of Human Services,AR,Health Resources of Arkansas,19110,4/14/13,Theft,Laptop,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
788,Baylor All Saints Medical Center at Fort Worth,TX,MedAssets,9400,,Unauthorized Access/Disclosure,Other Portable Electronic Device,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
789,"Cogent Healthcare, Inc.",TN,M2ComSys Inc.,321510,,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
790,Young Family Medicine Inc.,OH,MedAssets,20450,6/12/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
791,Hancock OB/GYN,IN,MedAssets,13960,,Unauthorized Access/Disclosure,Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
792,Colfax,IN,Anthem BCBS of GA,54970,4/11/13,Other,Other,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
793,Missouri Department of Social Services,MO,"InfoCrossing, Inc.",13570,,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
794,Foundations Recovery Network,TN,MedAssets,56900,6/15/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
795,California Correctional Health Care Services,CA,MedAssets,10330,6/19/13,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
796,North Texas Comprehensive Spine & Pain Center,TX,MedAssets,32000,6/16/13,"Theft, Loss",Other Portable Electronic Device,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
797,Minne-Tohe Health Center/Elbowoods Memorial Health Center,ND,MedAssets,100000,10/1/11,"Improper Disposal, Unauthorized Access/Disclosure","Desktop Computer, Other",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
798,Jackson Health System,FL,MedAssets,14710,,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
799,"Advocate Health and Hospitals Corporation, d/b/a Advocate Medical Group",IL,MedAssets,40295300,7/15/13,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
800,"Summit Community Care Clinic, Inc.",CO,MedAssets,9210,7/22/13,Hacking/IT Incident,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
801,UT Physicians,TX,MedAssets,5960,,"Theft, Loss",Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
802,Parkview Community Hospital Medical Center,CA,"Cogent Healthcare, Inc.",320000,,Other,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
803,Atlanta Center for Reproductive Medicine,GA,MedAssets,6540,7/12/13,Other,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
804,St. Anthony's Physician Organization,MO,MedAssets,26000,7/29/13,Theft,"Laptop, Other Portable Electronic Device",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
805,Janna Benkelman LPC LLC,CO,MedAssets,15000,8/1/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
806,Olson & White Orthodontics,MO,MedAssets,100000,7/22/13,Theft,"Desktop Computer, Network Server",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
807,Kaiser Foundation Health Plan of the Northwest,OR,MedAssets,6470,3/15/13,Unauthorized Access/Disclosure,Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
808,"Hankyu Chung, M.D.",CA,MedAssets,21820,6/17/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
809,"ICS Collection Service, Inc. on behalf of University of Chicago Physicians Group",IL,"ICS Collection Service, Inc.",12900,7/9/13,Hacking/IT Incident,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
810,ACO of Puerto Rico,PR,PHMHS,50000,,Theft,Network Server,6/20/14,"Personal Information, Health Information, Technical Safeguards",Facebook,web,hacked
811,"NHC HealthCare, Oak Ridge",TN,MedAssets,42680,5/10/13,Loss,Other,3/13/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
812,"NHC HealthCare, Mauldin",SC,MedAssets,42040,5/15/13,Improper Disposal,Other,3/13/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
813,Advocate Health and Hospitals Corporation d/b/a Advocate Medical Group ,IL,Blackhawk Consulting Group,20290,,Hacking/IT Incident,Network Server,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
814,Dreyer Medical Clinic,IL,Blackhawk Consulting Group,9980,,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
815,"South Shore Physicians, PC",NY,MedAssets,80000,,Theft,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
816,Dermatology Associates of Tallahassee,FL,MedAssets,9160,9/4/13,Unknown,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
817,Sierra View District Hospital,CA,MedAssets,10090,,Unauthorized Access/Disclosure,Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
818,Missouri Department of Social Services,MO,"InfoCrossing, Inc.",254610,,Unauthorized Access/Disclosure,Paper,2/12/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
819,"Holy Cross Hospital, Inc.",FL,MedAssets,99000,8/14/13,"Theft, Unauthorized Access/Disclosure","Desktop Computer, Network Server",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
820,Region Ten Community Services Board,VA,MedAssets,102280,7/29/13,Hacking/IT Incident,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
821,Comprehensive Podiatry LLC,OH,MedAssets,13600,8/3/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
822,Santa Clara Valley Medical Center,CA,MedAssets,5790,,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
823,"Sarah Benjamin, DPM - Littleton Podiatry ",CO,Not Applicable ,35120,8/27/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
824,"Carol L. Patrick, Ph.D.",OH,MedAssets,5170,,Theft,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
825,HOPE Family Health,TN,MedAssets,69320,8/4/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
826,"Paul G. Klein, DPM",NJ,MedAssets,25000,10/1/13,Theft,Laptop,6/20/14,"Personal Information, Health Information, Login Credentials, Technical Safeguards",Facebook,web,hacked
827,UnityPoint Health Affiliated Covered Entity (\UnityPoint\),IA,MedAssets,18250,,Unauthorized Access/Disclosure,Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
828,TSYS Employee Health Plan,GA,"Paragon Benefits, Inc.",52320,9/5/13,Theft,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
829,"University of California, San Francisco",CA,MedAssets,35530,9/9/13,Theft,"Laptop, Paper",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
830,"Reconstructive Orthopaedic Associates II, P.C. d/b/a Rothman Institute",PA,MedAssets,23500,,"Theft, Unauthorized Access/Disclosure",Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
831,Group Health Cooperative,WA,MedAssets,10150,9/16/13,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
832,Schuylkill Health System,PA,MedAssets,28100,8/7/13,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
833,CaroMont Medical Group,NC,MedAssets,13100,8/5/13,Other,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
834,Mount SInai Medical Center,NY,MedAssets,15860,8/6/13,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
